Meanint	Meaning_ID	Word	List1	List2	Similarity
the oats	90	гаргар или мух	{'ГЕРГЕР', 'гергер', 'гъаргъар', 'гаргар или мух', 'shoufan', 'гъаргъал', 'гергер подтвердил', 'гаргар'}		NOT IN LIST 2
the oats	90	гъыл	{'гъыл', 'švria podtv', 'švria'}	{'гъыл', 'кьуьл'}	DIFFERENT
the oats	90	гьучахьар	{'vələmir', 'гьучахьар'}	{'гьучахьар'}	DIFFERENT
the oats	90	джярх	{'yulaf', 'юлаф', 'джяхин', 'yulaf podtv', 'джярх'}	{'джяхин', 'джярх'}	DIFFERENT
the oats	90	кьуьл	{'кьуьл'}	{'гъыл', 'кьуьл'}	DIFFERENT
the oats	90	махъа	{'махъа'}	{'мух', 'мух подтвердил', 'мяхъ', 'мухъа или нихъа', 'махъа', 'муъа', 'мухъа', 'мёрхъ', 'мухъ', 'мухъ п', 'мукъа'}	DIFFERENT
the oats	90	мёрхъ	{'мёрхъ'}	{'мух', 'мух подтвердил', 'мяхъ', 'мухъа или нихъа', 'махъа', 'муъа', 'мухъа', 'мёрхъ', 'мухъ', 'мухъ п', 'мукъа'}	DIFFERENT
the oats	90	мукъа	{'мукъа'}	{'мух', 'мух подтвердил', 'мяхъ', 'мухъа или нихъа', 'махъа', 'муъа', 'мухъа', 'мёрхъ', 'мухъ', 'мухъ п', 'мукъа'}	DIFFERENT
the oats	90	мух	{'мух', 'мух подтвердил', 'мяхъ', 'мухъа или нихъа', 'муъа', 'мухъа', 'мухъ', 'мухъ п'}	{'мух', 'мух подтвердил', 'мяхъ', 'мухъа или нихъа', 'махъа', 'муъа', 'мухъа', 'мёрхъ', 'мухъ', 'мухъ п', 'мукъа'}	DIFFERENT
the oats	90	нех	{'неха', 'нех', 'подтвержил', 'ныха', 'ниха'}	{'неха', 'нях', 'niħu', 'нех', 'ныха', 'ниха'}	DIFFERENT
the oats	90	нях	{'нях', 'сесро'}	{'неха', 'нях', 'niħu', 'нех', 'ныха', 'ниха'}	DIFFERENT
the oats	90	овёс	{'овёс', 'сил'}	{'овёс'}	DIFFERENT
the oats	90	пириндж	{'сулу', 'сула', 'пириндж'}	{'пириндж'}	DIFFERENT
the oats	90	подтвержил	{'неха', 'нех', 'подтвержил', 'ныха', 'ниха'}		NOT IN LIST 2
the oats	90	сесро	{'нях', 'сесро'}	{'сесро'}	DIFFERENT
the oats	90	сил	{'овёс', 'сил'}	{'сулу', 'сула', 'сил'}	DIFFERENT
the oats	90	сула	{'сулу', 'сула', 'пириндж'}	{'сулу', 'сула', 'сил'}	DIFFERENT
the oats	90	сурсул	{'сурсул или гаргар', 'сусул', 'сурсур', 'сурсул'}	{'сусул', 'сурсур', 'сурсул'}	DIFFERENT
the oats	90	сурсул или гаргар	{'сурсул или гаргар', 'сусул', 'сурсур', 'сурсул'}		NOT IN LIST 2
the orphan	91	aytam	{'ятумар', 'ятум', 'етим', 'етум', 'есив??', 'етим подтвердил', 'йети', 'yetimi', 'ятим', 'yateem', 'есим', 'yetim', 'есир', 'йетим', 'etim', 'йетум', 'йитим', 'йатим(-ав)', 'aytam'}	{'aytam'}	DIFFERENT
the orphan	91	etim	{'ятумар', 'ятум', 'етим', 'етум', 'есив??', 'етим подтвердил', 'йети', 'yetimi', 'ятим', 'yateem', 'есим', 'yetim', 'есир', 'йетим', 'etim', 'йетум', 'йитим', 'йатим(-ав)', 'aytam'}	{'etim', 'ятумар', 'ятум', 'yetim', 'етим подтвердил', 'йети', 'yetimi', 'етим', 'ятим', 'yateem', 'йетум', 'йетим', 'етум', 'йитим', 'йатим(-ав)'}	DIFFERENT
the orphan	91	obol	{'oboli', 'obol'}	{'oboli', 'obol', 'oboli - georgian'}	DIFFERENT
the orphan	91	есив??	{'ятумар', 'ятум', 'етим', 'етум', 'есив??', 'етим подтвердил', 'йети', 'yetimi', 'ятим', 'yateem', 'есим', 'yetim', 'есир', 'йетим', 'etim', 'йетум', 'йитим', 'йатим(-ав)', 'aytam'}	{'есив??', 'есим', 'есир'}	DIFFERENT
the orphan	91	йазихъоб	{'лъимер', 'йазихъоб'}	{'йазихъоб'}	DIFFERENT
the orphan	91	лъимер	{'лъимер', 'йазихъоб'}	{'лъимер'}	DIFFERENT
the owl	92	ruz	{'ruz'}	{'рузе', 'ruz', 'рузу', 'руз'}	DIFFERENT
the owl	92	гуганай	{'гуганай', 'гугунай п', 'гугунай'}	{'гуганай', 'гуку', 'гугунай п', 'гугу', 'гугунай', 'къукъунай', 'хъукъназай', 'гугуназай', 'гуккум', 'гуккунай', 'къукъуназай', 'гукку', 'гуккъум'}	DIFFERENT
the owl	92	гугу	{'гуку', 'гугу', 'къукъунай', 'гуккум', 'гуккунай', 'гукку', 'гуккъум'}	{'гуганай', 'гуку', 'гугунай п', 'гугу', 'гугунай', 'къукъунай', 'хъукъназай', 'гугуназай', 'гуккум', 'гуккунай', 'къукъуназай', 'гукку', 'гуккъум'}	DIFFERENT
the owl	92	гугуназай	{'къукъуназай', 'гугуназай'}	{'гуганай', 'гуку', 'гугунай п', 'гугу', 'гугунай', 'къукъунай', 'хъукъназай', 'гугуназай', 'гуккум', 'гуккунай', 'къукъуназай', 'гукку', 'гуккъум'}	DIFFERENT
the owl	92	руз	{'рузе', 'рузу', 'руз'}	{'рузе', 'ruz', 'рузу', 'руз'}	DIFFERENT
the owl	92	т1иб	{'т1иб', 'т1ип', 'т1ипп'}	{'т1ип', 'т1ипп', 'тIыб', 'т1ыб', 'циб', 'т1иб'}	DIFFERENT
the owl	92	т1ыб	{'тIыб', 'т1ыб'}	{'т1ип', 'т1ипп', 'тIыб', 'т1ыб', 'циб', 'т1иб'}	DIFFERENT
the owl	92	хъукъназай	{'хъукъназай'}	{'гуганай', 'гуку', 'гугунай п', 'гугу', 'гугунай', 'къукъунай', 'хъукъназай', 'гугуназай', 'гуккум', 'гуккунай', 'къукъуназай', 'гукку', 'гуккъум'}	DIFFERENT
the owl	92	циб	{'циб'}	{'т1ип', 'т1ипп', 'тIыб', 'т1ыб', 'циб', 'т1иб'}	DIFFERENT
the paint	93	?шур	{'шур', 'širi', 'щир', 'сир', 'шир', 'šir', 'шир тоже говорят', 'şir', 'sːir', '?шур', 'шир подтвердил', 'шир п', 'сыр'}		NOT IN LIST 2
the paint	93	boya	{'boya', 'boya podtv', 'boya podtverdil', 'бояв'}	{'boya', 'boya podtv', 'boya podtverdil'}	DIFFERENT
the paint	93	sːir	{'шур', 'širi', 'щир', 'сир', 'шир', 'šir', 'шир тоже говорят', 'şir', 'sːir', '?шур', 'шир подтвердил', 'шир п', 'сыр'}	{'sːir'}	DIFFERENT
the paint	93	šir	{'шур', 'širi', 'щир', 'сир', 'шир', 'šir', 'шир тоже говорят', 'şir', 'sːir', '?шур', 'шир подтвердил', 'шир п', 'сыр'}	{'шур', 'širi', 'щир', 'сир', 'шир', 'šir', 'шир тоже говорят', 'şir', 'шир подтвердил', 'шир п', 'сыр'}	DIFFERENT
the paint	93	бояв	{'boya', 'boya podtv', 'boya podtverdil', 'бояв'}	{'бояв'}	DIFFERENT
the paper	94	çəğiz	{'kaghiz', 'kağız', 'çəğiz'}	{'çəğiz'}	DIFFERENT
the paper	94	kaghiz	{'kaghiz', 'kağız', 'çəğiz'}	{'kaghiz', 'кагъаз(п = письмо)', 'къагъаз', 'кагъа', 'къариз', 'кагъыз', 'kağız', 'къагъыз', 'КАГЪАЗ', 'кагъаз', 'kagız', 'kəğiz'}	DIFFERENT
the paper	94	kagız	{'кагъаз(п = письмо)', 'къагъаз', 'кагъыз', 'къагъыз', 'КАГЪАЗ', 'гъибик1у кагъаз. Документ', 'кагъаз', 'kagız', 'kəğiz'}	{'kaghiz', 'кагъаз(п = письмо)', 'къагъаз', 'кагъа', 'къариз', 'кагъыз', 'kağız', 'къагъыз', 'КАГЪАЗ', 'кагъаз', 'kagız', 'kəğiz'}	DIFFERENT
the paper	94	kaʁald	{'kaʁaldi podtv', 'kaʁald', 'kaʁaldi'}	{'хъагъар', 'kaʁaldi podtv', 'кагъар', 'кехат', 'кагъат', 'kaʁald', 'гагъат', 'kaʁaldi', 'къагъар'}	DIFFERENT
the paper	94	kaʁəra	{'кагъар', 'хъагъар', 'kaʁəra', 'къагъар'}	{'kaʁəra'}	DIFFERENT
the paper	94	ʁazet'i	{'къазить', "ʁazet'i", 'газить'}	{"ʁazet'i", 'газить'}	DIFFERENT
the paper	94	бумага	{'бумага'}	{'къадж', 'к1едж', 'къазить', 'кIедж', 'кlаж', 'к1аджа', 'къаз', 'к1адж', 'къажур', 'к1аже', 'к1аж', 'бумага'}	DIFFERENT
the paper	94	гагъат	{'кагъа', 'кехат', 'кагъат', 'гагъат'}	{'хъагъар', 'kaʁaldi podtv', 'кагъар', 'кехат', 'кагъат', 'kaʁald', 'гагъат', 'kaʁaldi', 'къагъар'}	DIFFERENT
the paper	94	гъибик1у кагъаз. Документ	{'кагъаз(п = письмо)', 'къагъаз', 'кагъыз', 'къагъыз', 'КАГЪАЗ', 'гъибик1у кагъаз. Документ', 'кагъаз', 'kagız', 'kəğiz'}		NOT IN LIST 2
the paper	94	к1адж	{'къадж', 'к1едж', 'кIедж', 'кlаж', 'к1аджа', 'к1адж', 'къажур', 'к1аже', 'к1аж'}	{'къадж', 'к1едж', 'къазить', 'кIедж', 'кlаж', 'к1аджа', 'къаз', 'к1адж', 'къажур', 'к1аже', 'к1аж', 'бумага'}	DIFFERENT
the paper	94	кагъа	{'кагъа', 'кехат', 'кагъат', 'гагъат'}	{'kaghiz', 'кагъаз(п = письмо)', 'къагъаз', 'кагъа', 'къариз', 'кагъыз', 'kağız', 'къагъыз', 'КАГЪАЗ', 'кагъаз', 'kagız', 'kəğiz'}	DIFFERENT
the paper	94	кагъар	{'кагъар', 'хъагъар', 'kaʁəra', 'къагъар'}	{'хъагъар', 'kaʁaldi podtv', 'кагъар', 'кехат', 'кагъат', 'kaʁald', 'гагъат', 'kaʁaldi', 'къагъар'}	DIFFERENT
the paper	94	къаз	{'къаз'}	{'къадж', 'к1едж', 'къазить', 'кIедж', 'кlаж', 'к1аджа', 'къаз', 'к1адж', 'къажур', 'к1аже', 'к1аж', 'бумага'}	DIFFERENT
the paper	94	къазить	{'къазить', "ʁazet'i", 'газить'}	{'къадж', 'к1едж', 'къазить', 'кIедж', 'кlаж', 'к1аджа', 'къаз', 'к1адж', 'къажур', 'к1аже', 'к1аж', 'бумага'}	DIFFERENT
the paper	94	къариз	{'къариз'}	{'kaghiz', 'кагъаз(п = письмо)', 'къагъаз', 'кагъа', 'къариз', 'кагъыз', 'kağız', 'къагъыз', 'КАГЪАЗ', 'кагъаз', 'kagız', 'kəğiz'}	DIFFERENT
the partridge	95	eto - k'ak'ab	{'къакъба', "eto - k'ak'ab", 'къакъба подтвердил', "k'ak'abi"}	{"eto - k'ak'ab", "k'ak'abi"}	DIFFERENT
the partridge	95	mts'q'eli	{"mts'q'eli", "ts'q'er", "ts'q'er - perepelka"}	{"mts'q'eli"}	DIFFERENT
the partridge	95	ts'q'er	{"mts'q'eli", "ts'q'er", "ts'q'er - perepelka"}	{"ts'q'er", "ts'q'er - perepelka"}	DIFFERENT
the partridge	95	г1уд	{'гъу1д', 'гъудь', 'гъуьд', 'гъуд', 'гъюд', 'г1уд', 'гIуд', 'гъу1дь', 'гъюд подтвердил', 'г1урд', 'гъуьдь', 'гъуьда'}	{'гъу1д', 'гъудь', 'гъуьд', 'гъуд', 'гъюд', 'г1уд', 'гIуд', 'гъу1дь', 'гъюд подтвердил', 'г1урд', 'гъуьдь', 'гъун', 'къюд', 'гъуьда'}	DIFFERENT
the partridge	95	гъабгъа	{'гъагъиба', 'гъабгъа', 'гъавгъва', 'гъавгъа'}	{'гъавгъва', 'къакъба подтвердил', 'гъовгъо', 'гъавгъа', 'гъогъ', 'гъагъиба', 'гъабгъа', 'къакъба', 'гъобгъо'}	DIFFERENT
the partridge	95	гъобгъо	{'гъобгъо', 'гъовгъо', 'гъогъ'}	{'гъавгъва', 'къакъба подтвердил', 'гъовгъо', 'гъавгъа', 'гъогъ', 'гъагъиба', 'гъабгъа', 'къакъба', 'гъобгъо'}	DIFFERENT
the partridge	95	гъун	{'гъун'}	{'гъу1д', 'гъудь', 'гъуьд', 'гъуд', 'гъюд', 'г1уд', 'гIуд', 'гъу1дь', 'гъюд подтвердил', 'г1урд', 'гъуьдь', 'гъун', 'къюд', 'гъуьда'}	DIFFERENT
the partridge	95	къакъба	{'къакъба', "eto - k'ak'ab", 'къакъба подтвердил', "k'ak'abi"}	{'гъавгъва', 'къакъба подтвердил', 'гъовгъо', 'гъавгъа', 'гъогъ', 'гъагъиба', 'гъабгъа', 'къакъба', 'гъобгъо'}	DIFFERENT
the partridge	95	къат1	{'къат1'}	{'къвед', 'къат1', 'къед'}	DIFFERENT
the partridge	95	къвед	{'къюд', 'къвед', 'къед'}	{'къвед', 'къат1', 'къед'}	DIFFERENT
the partridge	95	къюд	{'къюд', 'къвед', 'къед'}	{'гъу1д', 'гъудь', 'гъуьд', 'гъуд', 'гъюд', 'г1уд', 'гIуд', 'гъу1дь', 'гъюд подтвердил', 'г1урд', 'гъуьдь', 'гъун', 'къюд', 'гъуьда'}	DIFFERENT
the partridge	95	кьамк1влар	{'кьамк1влар', 'кьариркьва'}	{'кьамк1влар'}	DIFFERENT
the partridge	95	кьариркьва	{'кьамк1влар', 'кьариркьва'}	{'кьариркьва'}	DIFFERENT
the partridge	95	т1ямкъа	{'т1ямкъа'}	{'тямхъя', 'т1ямкъа'}	DIFFERENT
the partridge	95	тямхъя	{'тямхъя'}	{'тямхъя', 'т1ямкъа'}	DIFFERENT
the partridge	95	ч1ирьдин бадбад	{'ч1ирьдин пеъ', 'ч1ирьдин бадбад', 'чlирдин пеъ', 'ч1ирьдин пеъ п'}	{'ч1ирьдин бадбад'}	DIFFERENT
the partridge	95	ч1ирьдин пеъ	{'ч1ирьдин пеъ', 'ч1ирьдин бадбад', 'чlирдин пеъ', 'ч1ирьдин пеъ п'}	{'ч1ирьдин пеъ', 'ч1ирьдин пеъ п', 'чlирдин пеъ'}	DIFFERENT
the pea	96	гьале	{'гьале', 'гьали'}	{'гьоли', 'гьил', 'гьолил', 'х1але', 'хIéгьоло', 'гьале', 'гьали', 'гьолоNA', 'гьилу'}	DIFFERENT
the pea	96	гьил	{'гьилу', 'гьил'}	{'гьоли', 'гьил', 'гьолил', 'х1але', 'хIéгьоло', 'гьале', 'гьали', 'гьолоNA', 'гьилу'}	DIFFERENT
the pea	96	гьоли	{'гьоли', 'гьолоNA', 'гьолил'}	{'гьоли', 'гьил', 'гьолил', 'х1але', 'хIéгьоло', 'гьале', 'гьали', 'гьолоNA', 'гьилу'}	DIFFERENT
the pea	96	х1але	{'х1але'}	{'гьоли', 'гьил', 'гьолил', 'х1але', 'хIéгьоло', 'гьале', 'гьали', 'гьолоNA', 'гьилу'}	DIFFERENT
the pea	96	хIéгьоло	{'хIéгьоло'}	{'гьоли', 'гьил', 'гьолил', 'х1але', 'хIéгьоло', 'гьале', 'гьали', 'гьолоNA', 'гьилу'}	DIFFERENT
the pear	97	amrood	{'армут', 'хормат', 'армуд', 'гьармут', 'armıd', 'armud', 'amrood'}	{'армут', 'армуд', 'гьармут', 'armıd', 'armud', 'amrood'}	DIFFERENT
the pear	97	хормат	{'армут', 'хормат', 'армуд', 'гьармут', 'armıd', 'armud', 'amrood'}	{'хормат'}	DIFFERENT
the pear	97	хъар	{'хъар', 'хъяр'}	{'хъар', 'хы1р', 'хъяр'}	DIFFERENT
the pear	97	хы1р	{'хы1р'}	{'хъар', 'хы1р', 'хъяр'}	DIFFERENT
the pencil	98	pankar	{'pankar', 'pankari'}	{'дашалг', 'pankar', 'pankari'}	DIFFERENT
the pencil	98	бу	{'бу'}		NOT IN LIST 2
the pencil	98	дашалг	{'дашалг'}	{'дашалг', 'pankar', 'pankari'}	DIFFERENT
the pepper	99	fulful	{"p'ilp'il", "p'ilp'ili", 'пилпил', "p'ilp'il podtverdil", 'fulful', 'пIилпIил', 'p’ilp’il', 'pelpel'}	{'fulful'}	DIFFERENT
the pepper	99	p'ilp'il	{"p'ilp'il", "p'ilp'ili", 'пилпил', "p'ilp'il podtverdil", 'fulful', 'пIилпIил', 'p’ilp’il', 'pelpel'}	{"p'ilp'il", "p'ilp'ili", 'пилпил', "p'ilp'il podtverdil", 'пIилпIил', 'p’ilp’il', 'pelpel'}	DIFFERENT
the pepper	99	г1ел1у	{'г1ел1у'}	{'г1ел1у', 'ГIИКЬУ'}	DIFFERENT
the pepper	99	ГIИКЬУ	{'ГIИКЬУ'}	{'г1ел1у', 'ГIИКЬУ'}	DIFFERENT
the pig	100	boˤkɬʼ	{'boˤkɬʼ', 'болIи', 'баIлIо1', 'болъо', 'buƛo', 'болъон'}	{'buƛo', 'boˤkɬʼ'}	DIFFERENT
the pig	100	баIлIо1	{'boˤkɬʼ', 'болIи', 'баIлIо1', 'болъо', 'buƛo', 'болъон'}	{'болъо', 'болъон', 'баIлIо1', 'болIи'}	DIFFERENT
the pig	100	цуьнуь	{'цуьнуь'}	{'цуьнуь', 'цюрню'}	DIFFERENT
the pig	100	цюрню	{'цюрню'}	{'цуьнуь', 'цюрню'}	DIFFERENT
the pipe	101	ghalyoun	{'гьальян', 'кьйлан', 'qalyan', 'к1aliyan', 'калиян', 'кальян', 'кайлан', 'хъалиян', 'q(g)aliyan', 'гъайлан(п)', 'qaliyan', 'къальян', 'хъалиен', "q'alion", 'къалиаьн', 'къайлян', "q'alian", 'гъальян', 'къайлан', 'кьайлан', 'ghalyoun', 'къалиян(п частично)', 'бицIи турба гъайлан', 'кьайлан подтвердил', 'гъайлан', 'къалыен', 'къалиян'}	{'гьальян', 'кьйлан', 'qalyan', 'к1aliyan', 'калиян', 'кальян', 'кайлан', 'хъалиян', 'q(g)aliyan', 'гъайлан(п)', 'qaliyan', 'къальян', 'хъалиен', "q'alion", 'къалиаьн', 'къайлян', "q'alian", 'гъальян', 'къайлан', 'кьайлан', 'ghalyoun', 'къалиян(п частично)', 'кьайлан подтвердил', 'гъайлан', 'къалыен', 'къалиян', '*къалиян'}	DIFFERENT
